Model,Pretrained Weight,Epochs,Image Size,Batch,Precision,Recall,mAP50,mAP50-95,Run Folder,Best Model Path,Copied Proof Model,Results CSV,Last Model Path
YOLOv8s,yolov8s.pt,100,640,8,0.9382,0.9587,0.9855,0.8559,C:\suttle project\smart-shuttle-ai-system\ai_models\passenger_counting\runs\detect\runs\passenger_counting_fixed\YOLOv8s,C:\suttle project\smart-shuttle-ai-system\ai_models\passenger_counting\runs\detect\runs\passenger_counting_fixed\YOLOv8s\weights\best.pt,C:\suttle project\smart-shuttle-ai-system\viva_model_comparison_proof\best_models\YOLOv8s_best.pt,C:\suttle project\smart-shuttle-ai-system\ai_models\passenger_counting\runs\detect\runs\passenger_counting_fixed\YOLOv8s\results.csv,C:\suttle project\smart-shuttle-ai-system\ai_models\passenger_counting\runs\detect\runs\passenger_counting_fixed\YOLOv8s\weights\last.pt
